City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,Esperance,-33.8667,121.9,64.24,57,87,16.89,AU,2022-01-31 23:53:30
295,Tomohon,1.3346,124.8392,67.14,81,97,1.54,ID,2022-01-31 23:53:30
296,Soe,-9.8607,124.284,73.15,74,49,7.05,ID,2022-01-31 23:53:31
297,Chardara,41.2547,67.9692,39.31,65,54,5.97,KZ,2022-01-31 23:53:31
298,Wattegama,6.7989,81.4808,74.64,76,78,5.08,LK,2022-01-31 23:53:31
299,Troitskoye,52.9821,84.6757,11.41,96,100,4.09,RU,2022-01-31 23:53:32
300,Pio Ix,-6.8375,-40.5792,72.72,59,20,5.7,BR,2022-01-31 23:53:32
301,Isiro,2.7739,27.616,67.06,48,94,2.98,CD,2022-01-31 23:53:32
302,Ranir Bazar,23.8333,91.3667,54.07,76,16,5.01,IN,2022-01-31 23:53:33
303,Olafsvik,64.8945,-23.7142,25.84,80,87,23.2,IS,2022-01-31 23:53:33
304,Virtsu,58.5716,23.5115,25.05,75,98,7.61,EE,2022-01-31 23:53:33
305,Sayyan,15.1718,44.3244,51.96,52,5,2.42,YE,2022-01-31 23:53:34
306,Ramhormoz,31.28,49.6035,55.11,89,100,6.93,IR,2022-01-31 23:53:34
307,Santa Cruz,-17.8,-63.1667,76.46,69,75,14.97,BO,2022-01-31 23:51:53
308,The Valley,18.217,-63.0578,78.94,73,20,8.05,AI,2022-01-31 23:53:35
309,Kushmurun,52.4503,64.6311,24.6,96,100,11.36,KZ,2022-01-31 23:53:35
310,Vao,-22.6667,167.4833,77.88,84,100,9.06,NC,2022-01-31 23:53:35
311,Katangli,51.7102,143.2326,8.31,90,100,21.41,RU,2022-01-31 23:53:36
312,Dera Bugti,29.0307,69.151,59.97,35,0,4.79,PK,2022-01-31 23:53:36
313,Saint-Francois,46.4154,3.9054,35.42,80,0,6.91,FR,2022-01-31 23:53:36
314,Tuatapere,-46.1333,167.6833,75.81,48,75,0.58,NZ,2022-01-31 23:53:36
315,Qaqortoq,60.7167,-46.0333,20.93,76,97,19.42,GL,2022-01-31 23:53:37
316,Norman Wells,65.282,-126.8329,5.04,72,100,11.5,CA,2022-01-31 23:50:37
317,Tabalosos,-6.35,-76.6833,77.2,98,85,2.57,PE,2022-01-31 23:53:37
318,Chapayevka,47.4711,36.3451,28.35,90,55,11.1,UA,2022-01-31 23:53:38
319,Amahai,-3.3333,128.9167,83.48,69,99,11.1,ID,2022-01-31 23:53:38
320,Karratha,-20.7377,116.8463,86.7,66,78,5.17,AU,2022-01-31 23:51:58
321,Oneonta,42.4529,-75.0638,17.22,91,11,2.15,US,2022-01-31 23:53:39
322,Port Hedland,-20.3167,118.5667,84.25,84,100,3.44,AU,2022-01-31 23:51:28
323,Sucua,-2.4667,-78.1667,72.34,78,75,3.44,EC,2022-01-31 23:53:39
324,Dingle,10.9995,122.6711,77.63,86,99,9.71,PH,2022-01-31 23:53:39
325,Sorland,67.667,12.6934,34.09,56,100,10.71,NO,2022-01-31 23:53:34
326,Gorom-Gorom,14.4439,-0.2361,68.95,15,17,9.75,BF,2022-01-31 23:54:40
327,Malindi,-3.2175,40.1191,76.08,87,63,7.0,KE,2022-01-31 23:54:40
328,Megion,61.0296,76.1136,6.82,97,96,4.43,RU,2022-01-31 23:54:40
329,Shakhtinsk,49.71,72.5872,12.76,100,63,3.67,KZ,2022-01-31 23:54:41
330,Clyde River,70.4692,-68.5914,-34.37,67,75,6.91,CA,2022-01-31 23:54:41
331,Macusani,-14.0833,-70.4333,40.41,86,99,4.59,PE,2022-01-31 23:54:41
332,Port Augusta,-32.5,137.7667,73.71,68,100,19.98,AU,2022-01-31 23:54:42
333,Komsomolskiy,40.4272,71.7189,29.62,80,95,4.61,UZ,2022-01-31 23:54:42
334,Gisborne,-38.6533,178.0042,77.95,58,52,13.6,NZ,2022-01-31 23:54:42
335,Baruun-Urt,46.6806,113.2792,-11.69,95,10,5.48,MN,2022-01-31 23:54:43
336,Pemba,-12.974,40.5178,78.21,81,15,6.4,MZ,2022-01-31 23:54:43
337,Natitingou,10.3042,1.3796,72.72,13,95,8.72,BJ,2022-01-31 23:54:43
338,Nikolskoye,59.7035,30.7861,26.4,96,100,5.08,RU,2022-01-31 23:51:10
339,Shimoda,34.6667,138.95,46.11,58,31,14.76,JP,2022-01-31 23:54:44
340,Inverness,57.4791,-4.224,52.99,88,75,3.0,GB,2022-01-31 23:54:44
341,Taoudenni,22.6783,-3.9836,67.66,8,68,12.66,ML,2022-01-31 23:54:44
342,Los Llanos De Aridane,28.6585,-17.9182,57.13,68,0,7.0,ES,2022-01-31 23:54:45
343,Grindavik,63.8424,-22.4338,39.15,87,20,35.68,IS,2022-01-31 23:54:45
344,Santa Cruz De La Palma,28.6835,-17.7642,61.14,55,0,8.05,ES,2022-01-31 23:54:46
345,Arraial Do Cabo,-22.9661,-42.0278,75.16,94,75,3.44,BR,2022-01-31 23:54:46
346,Ballina,-28.8667,153.5667,85.78,75,35,3.44,AU,2022-01-31 23:54:46
347,Port Lincoln,-34.7333,135.8667,64.49,60,72,21.59,AU,2022-01-31 23:51:11
348,Manado,1.487,124.8455,75.97,94,20,1.14,ID,2022-01-31 23:54:47
349,Akureyri,65.6835,-18.0878,21.13,100,100,8.05,IS,2022-01-31 23:54:47
350,Hofn,64.2539,-15.2082,30.36,86,97,8.63,IS,2022-01-31 23:54:47
351,Vila,42.0304,-8.1588,40.08,73,2,6.35,PT,2022-01-31 23:52:00
352,Samfya,-11.3649,29.5565,63.19,96,37,2.19,ZM,2022-01-31 23:54:48
353,Makakilo City,21.3469,-158.0858,78.55,59,20,6.91,US,2022-01-31 23:54:48
354,Nabire,-3.3667,135.4833,78.21,80,100,0.56,ID,2022-01-31 23:54:48
355,Porto Santo,33.072,-16.3415,65.3,82,40,21.85,PT,2022-01-31 23:54:49
356,Saint-Augustin,51.226,-58.6502,3.11,96,95,6.35,CA,2022-01-31 23:54:49
357,Palanga,55.9175,21.0686,30.22,93,75,8.05,LT,2022-01-31 23:54:49
358,Sobolevo,54.4299,31.8996,23.67,97,100,5.88,RU,2022-01-31 23:54:50
359,Lillooet,50.6856,-121.942,36.32,85,90,3.36,CA,2022-01-31 23:54:50
360,Monywa,22.1167,95.1333,57.07,69,4,5.08,MM,2022-01-31 23:54:50
361,Ponta Delgada,37.7333,-25.6667,59.72,72,40,8.05,PT,2022-01-31 23:54:51
362,Thinadhoo,0.5333,72.9333,82.56,69,19,11.05,MV,2022-01-31 23:52:17
363,Guanay,-15.4975,-67.8797,72.88,98,92,1.66,BO,2022-01-31 23:54:51
364,Krasnoselkup,65.7,82.4667,7.75,96,100,9.13,RU,2022-01-31 23:54:51
365,Huittinen,61.1833,22.7,14.83,96,75,4.83,FI,2022-01-31 23:54:52
366,Puerto Escondido,15.85,-97.0667,81.54,67,10,10.49,MX,2022-01-31 23:52:17
367,Kodinsk,58.6881,99.1844,-3.17,99,96,1.81,RU,2022-01-31 23:54:52
368,Elliot,-31.3333,27.85,60.96,91,100,3.76,ZA,2022-01-31 23:54:52
369,Tagusao,9.1924,117.8141,79.9,79,33,4.45,PH,2022-01-31 23:54:53
370,Labuhan,-6.8844,112.2051,79.07,84,100,5.99,ID,2022-01-31 23:54:42
371,Karema,-6.8205,30.4389,69.64,89,100,7.96,TZ,2022-01-31 23:54:53
372,Antsohihy,-14.8796,47.9875,75.83,86,69,3.65,MG,2022-01-31 23:55:53
373,Statesville,35.7826,-80.8873,47.23,50,0,3.44,US,2022-01-31 23:54:13
374,Dayong,25.0209,118.2898,51.48,95,100,4.65,CN,2022-01-31 23:55:54
375,Rawson,-43.3002,-65.1023,75.07,22,31,14.47,AR,2022-01-31 23:51:34
376,Ruteng,-8.6136,120.4721,67.96,82,76,3.83,ID,2022-01-31 23:55:54
377,Sisimiut,66.9395,-53.6735,6.17,88,100,6.71,GL,2022-01-31 23:55:55
378,Hillsboro,45.5229,-122.9898,48.15,77,68,4.0,US,2022-01-31 23:55:01
379,Xingtai,37.0631,114.4942,26.24,36,1,3.94,CN,2022-01-31 23:55:55
380,Sokoni,-6.4333,39.55,79.93,76,43,8.77,TZ,2022-01-31 23:55:55
381,Mirandela,41.4874,-7.187,45.23,74,0,2.35,PT,2022-01-31 23:55:56
382,Bilma,18.6853,12.9164,54.1,22,0,5.93,NE,2022-01-31 23:54:37
383,Tiznit,29.5833,-9.5,63.37,42,99,5.1,MA,2022-01-31 23:55:56
384,Ostersund,63.1792,14.6357,10.85,92,100,8.05,SE,2022-01-31 23:55:57
385,Boshnyakovo,49.6333,142.1667,8.08,92,100,11.48,RU,2022-01-31 23:55:57
386,Hailey,43.5196,-114.3153,25.9,67,25,9.31,US,2022-01-31 23:55:57
387,Plettenberg Bay,-34.0527,23.3716,73.83,76,98,1.88,ZA,2022-01-31 23:55:58
388,Scarborough,54.2797,-0.4044,44.51,89,92,7.0,GB,2022-01-31 23:55:58
389,Udachnyy,66.4167,112.4,-36.04,100,81,3.38,RU,2022-01-31 23:55:58
390,Oleksandrivka,48.9634,32.2349,24.67,92,34,11.63,UA,2022-01-31 23:55:59
391,Mareeba,-17.0,145.4333,85.48,87,80,6.11,AU,2022-01-31 23:55:59
392,Pacific Grove,36.6177,-121.9166,59.94,84,40,4.0,US,2022-01-31 23:55:59
393,Henties Bay,-22.116,14.2845,69.85,78,100,7.07,NA,2022-01-31 23:53:15
394,Puerto Del Rosario,28.5004,-13.8627,69.48,63,100,6.91,ES,2022-01-31 23:52:59
395,Monster,52.0258,4.175,42.98,75,40,8.99,NL,2022-01-31 23:56:00
396,Bonavista,48.6499,-53.1147,32.11,70,63,15.37,CA,2022-01-31 23:56:00
397,Namibe,-15.1961,12.1522,71.78,72,99,8.68,AO,2022-01-31 23:56:00
398,Martinsburg,39.4562,-77.9639,33.04,55,100,3.44,US,2022-01-31 23:52:28
399,Mweka,-4.85,21.5667,68.38,95,100,2.57,CD,2022-01-31 23:56:01
400,Hrinova,48.5779,19.5257,31.55,95,99,3.74,SK,2022-01-31 23:56:01
401,Pangody,65.85,74.4859,-14.51,100,99,6.02,RU,2022-01-31 23:56:01
402,Sakakah,29.9697,40.2064,47.77,57,2,9.84,SA,2022-01-31 23:56:02
403,Ossora,59.2353,163.0719,19.96,94,100,13.98,RU,2022-01-31 23:56:02
404,Noormarkku,61.5927,21.8685,8.38,85,0,4.61,FI,2022-01-31 23:56:02
405,Tukrah,32.5341,20.5791,54.27,77,37,19.82,LY,2022-01-31 23:56:03
406,Chapais,49.7834,-74.8492,-11.42,99,79,3.04,CA,2022-01-31 23:56:03
407,Yantal,56.8471,105.2542,-1.25,99,100,1.68,RU,2022-01-31 23:56:03
408,Torquay,50.4638,-3.5143,48.85,89,91,1.99,GB,2022-01-31 23:56:04
409,Diamantino,-14.4086,-56.4461,70.81,97,100,6.71,BR,2022-01-31 23:54:11
410,Nizwa,22.9333,57.5333,65.14,45,0,2.55,OM,2022-01-31 23:56:04
411,Port-Gentil,-0.7193,8.7815,80.96,77,36,7.49,GA,2022-01-31 23:53:24
412,Barcelos,41.5388,-8.6151,50.85,75,0,6.55,PT,2022-01-31 23:56:05
413,Cockburn Town,21.4612,-71.1419,73.85,72,96,22.57,TC,2022-01-31 23:51:44
414,Cabo San Lucas,22.8909,-109.9124,76.6,58,1,4.0,MX,2022-01-31 23:55:26
415,Kutum,14.2,24.6667,49.48,26,0,8.16,SD,2022-01-31 23:56:05
416,Adrar,20.5022,-10.0711,73.67,14,100,10.71,MR,2022-01-31 23:56:06
417,Tra Vinh,9.9347,106.3453,77.05,79,38,10.0,VN,2022-01-31 23:56:06
418,Mackay,-21.15,149.2,90.68,70,65,3.44,AU,2022-01-31 23:57:06
419,Melfi,40.9965,15.6514,46.49,93,100,7.52,IT,2022-01-31 23:57:06
420,Muroto,33.2833,134.15,35.64,53,57,12.48,JP,2022-01-31 23:56:58
421,Palmaner,13.2,78.75,62.78,98,61,1.57,IN,2022-01-31 23:57:07
422,Ambilobe,-13.2,49.05,73.94,94,100,1.61,MG,2022-01-31 23:57:07
423,Griffith,41.5284,-87.4237,31.91,68,0,3.0,US,2022-01-31 23:53:49
424,Beyneu,45.3167,55.2,33.73,81,7,15.88,KZ,2022-01-31 23:57:08
425,Toul,48.6667,5.9167,38.79,83,100,16.11,FR,2022-01-31 23:57:08
426,Mantua,45.1667,10.7833,42.44,72,6,8.01,IT,2022-01-31 23:57:08
427,Wagrowiec,52.8084,17.1996,30.15,78,54,5.06,PL,2022-01-31 23:57:09
428,Odweyne,9.4092,45.064,62.92,54,23,5.12,SO,2022-01-31 23:57:09
429,Mount Isa,-20.7333,139.5,85.77,66,73,12.66,AU,2022-01-31 23:57:09
430,Terrace,54.5163,-128.6035,37.42,87,75,13.8,CA,2022-01-31 23:55:07
431,Picsi,-6.7178,-79.7697,73.24,68,0,18.41,PE,2022-01-31 23:57:10
432,Gizo,-8.103,156.8419,84.81,71,97,6.13,SB,2022-01-31 23:57:10
433,Borogontsy,62.6683,131.1683,-25.83,97,100,3.29,RU,2022-01-31 23:57:10
434,Jayanca,-6.3908,-79.8219,73.0,56,97,10.18,PE,2022-01-31 23:57:11
435,Alofi,-19.0595,-169.9187,78.69,83,75,9.22,NU,2022-01-31 23:57:11
436,Saint-Gaudens,43.0833,0.6667,43.14,94,92,6.24,FR,2022-01-31 23:57:11
437,Tombouctou,20.0,-3.0,67.53,10,19,14.29,ML,2022-01-31 23:57:12
438,Kranea Elassonos,39.9483,21.9658,33.31,76,100,2.75,GR,2022-01-31 23:57:12
439,Guerrero Negro,27.9769,-114.0611,65.75,48,21,11.79,MX,2022-01-31 23:57:12
440,Daru,-9.0763,143.2092,77.63,88,100,8.88,PG,2022-01-31 23:57:13
441,Porto Torres,40.835,8.3972,53.78,75,34,20.92,IT,2022-01-31 23:56:34
442,Anju,39.6178,125.6647,22.37,93,76,3.38,KP,2022-01-31 23:57:13
443,Inyonga,-6.7167,32.0667,64.42,97,100,3.65,TZ,2022-01-31 23:57:13
444,Nantucket,41.2835,-70.0995,27.14,65,72,12.33,US,2022-01-31 23:55:12
445,Rundu,-17.9333,19.7667,66.45,96,100,8.61,NA,2022-01-31 23:57:14
446,Remiremont,48.0175,6.5882,38.46,96,100,8.52,FR,2022-01-31 23:57:14
447,Yenagoa,4.9247,6.2642,72.75,73,54,3.06,NG,2022-01-31 23:53:37
448,Kunming,25.0389,102.7183,35.53,100,100,6.71,CN,2022-01-31 23:57:15
449,Port Hardy,50.6996,-127.4199,46.76,87,75,3.44,CA,2022-01-31 23:56:17
450,Beckley,37.7782,-81.1882,37.89,90,14,1.14,US,2022-01-31 23:57:15
451,Vardo,70.3705,31.1107,22.51,80,56,8.79,NO,2022-01-31 23:54:18
452,Marsh Harbour,26.5412,-77.0636,64.63,52,0,9.78,BS,2022-01-31 23:57:16
453,Hay River,60.8156,-115.7999,-4.02,71,40,9.22,CA,2022-01-31 23:57:16
454,Westport,41.1415,-73.3579,26.92,64,57,1.99,US,2022-01-31 23:52:42
455,Pangnirtung,66.1451,-65.7125,-25.6,68,20,2.3,CA,2022-01-31 23:57:16
456,Tura,25.5198,90.2201,54.81,65,25,4.99,IN,2022-01-31 23:57:17
457,Bereda,43.2686,-7.5406,47.91,99,27,6.35,ES,2022-01-31 23:54:11
458,Torit,4.4133,32.5678,80.24,31,80,3.62,SS,2022-01-31 23:57:17
459,Cheremukhovo,60.3484,59.9851,-7.35,100,84,1.32,RU,2022-01-31 23:57:17
460,Shenjiamen,29.9576,122.298,43.25,66,98,9.51,CN,2022-01-31 23:57:18
461,Gamba,-2.65,10.0,77.07,87,80,3.65,GA,2022-01-31 23:53:27
462,Santa Maria,-29.6842,-53.8069,81.7,51,40,3.44,BR,2022-01-31 23:57:18
463,Yar-Sale,66.8333,70.8333,-16.76,100,68,5.55,RU,2022-01-31 23:57:18
464,Meitingen,48.55,10.85,36.79,87,100,17.27,DE,2022-01-31 23:57:19
465,Marawi,7.9986,124.2928,70.32,90,100,1.39,PH,2022-01-31 23:58:19
466,Somerset,40.5668,-74.5496,28.29,67,55,1.01,US,2022-01-31 23:58:19
467,Salekhard,66.53,66.6019,-24.32,100,95,3.94,RU,2022-01-31 23:58:20
468,Ruthin,53.1137,-3.3178,47.35,93,98,8.01,GB,2022-01-31 23:58:20
469,Ariquemes,-9.9133,-63.0408,71.51,99,100,2.48,BR,2022-01-31 23:56:39
470,Valley City,46.9233,-98.0032,29.14,93,100,9.22,US,2022-01-31 23:58:20
471,Clermont,49.5,2.4167,39.04,84,36,7.14,FR,2022-01-31 23:58:21
472,Springbok,-29.6643,17.8865,73.27,64,1,4.23,ZA,2022-01-31 23:58:21
473,Imeni Poliny Osipenko,52.4201,136.4853,-5.44,98,97,3.04,RU,2022-01-31 23:58:21
474,Dongying,37.4564,118.4856,24.22,52,0,4.83,CN,2022-01-31 23:58:22
475,Begunitsy,59.5855,29.3176,23.29,96,100,5.48,RU,2022-01-31 23:58:22
476,Lata,40.1629,-8.3327,49.05,60,0,4.76,PT,2022-01-31 23:53:34
477,Pasni,25.2631,63.471,72.57,41,0,12.59,PK,2022-01-31 23:58:23
478,Les Cayes,18.2,-73.75,74.26,81,64,7.07,HT,2022-01-31 23:58:23
479,Leningradskiy,69.3833,178.4167,-17.01,94,67,9.53,RU,2022-01-31 23:53:31
480,Leshukonskoye,64.8989,45.7622,-0.11,99,100,3.38,RU,2022-01-31 23:56:28
481,General Pico,-35.6566,-63.7568,65.16,46,50,9.19,AR,2022-01-31 23:58:23
482,Alihe,50.5667,123.7167,0.36,91,95,3.02,CN,2022-01-31 23:55:44
483,Casablanca,33.5928,-7.6192,60.33,87,0,5.99,MA,2022-01-31 23:58:06
484,Constantine,36.365,6.6147,45.81,65,0,9.22,DZ,2022-01-31 23:58:24
485,Namsos,64.4662,11.4957,28.9,95,100,8.75,NO,2022-01-31 23:58:24
486,Ndele,8.4109,20.6473,68.7,21,17,4.92,CF,2022-01-31 23:58:25
487,Kenai,60.5544,-151.2583,17.02,92,20,3.44,US,2022-01-31 23:58:25
488,Kaset Sombun,16.2805,101.9542,71.49,68,15,1.52,TH,2022-01-31 23:58:25
489,Oparino,59.8518,48.2783,12.42,95,84,8.12,RU,2022-01-31 23:58:26
490,Raudeberg,61.9875,5.1352,30.87,86,100,1.99,NO,2022-01-31 23:58:26
491,Krasnaya Gora,52.9995,31.6023,26.51,94,99,11.52,RU,2022-01-31 23:58:26
492,Cururupu,-1.8283,-44.8683,74.97,95,98,4.14,BR,2022-01-31 23:58:27
493,Oranjemund,-28.55,16.4333,67.12,84,0,7.65,NA,2022-01-31 23:58:27
494,Bismarck,46.8083,-100.7837,38.88,95,100,12.66,US,2022-01-31 23:58:27
495,Louis Trichardt,-23.0439,29.9032,61.7,90,17,4.74,ZA,2022-01-31 23:58:28
496,Shelburne,44.0787,-80.2041,22.89,96,67,4.76,CA,2022-01-31 23:54:28
497,Gorontalo,0.5412,123.0595,81.34,73,69,3.47,ID,2022-01-31 23:58:28
498,Lorengau,-2.0226,147.2712,78.35,88,100,12.71,PG,2022-01-31 23:53:47
499,Indramayu,-6.3264,108.32,79.9,81,100,7.36,ID,2022-01-31 23:58:29
500,Coffs Harbour,-30.3,153.1333,85.14,78,2,8.05,AU,2022-01-31 23:58:29
501,Akyab,20.15,92.9,58.59,59,14,5.53,MM,2022-01-31 23:58:29
502,Gberia Fotombu,9.8833,-11.1667,74.07,16,91,4.94,SL,2022-01-31 23:58:29
503,Eskilstuna,59.3666,16.5077,21.72,85,97,1.99,SE,2022-01-31 23:58:30
504,Lujan,-34.5703,-59.105,72.99,52,5,8.34,AR,2022-01-31 23:58:30
505,Kirkuk,35.4681,44.3922,43.75,80,100,8.19,IQ,2022-01-31 23:58:30
506,Gambo,4.6482,22.2633,68.14,34,79,0.87,CF,2022-01-31 23:58:31
507,Ilo,-17.6394,-71.3375,69.44,83,1,5.32,PE,2022-01-31 23:58:31
508,Krasnovishersk,60.4078,57.082,2.93,99,95,2.89,RU,2022-01-31 23:58:31
509,Malakal,9.5334,31.6605,72.07,18,3,8.55,SS,2022-01-31 23:58:32
510,Sao Miguel Do Araguaia,-13.275,-50.1628,71.02,94,100,1.99,BR,2022-01-31 23:58:32
511,Aykhal,66.0,111.5,-27.47,100,89,4.97,RU,2022-01-31 23:59:32
512,Matagami,49.7502,-77.6328,-7.49,84,0,4.61,CA,2022-01-31 23:59:33
513,Poum,-20.2333,164.0167,81.16,73,89,11.61,NC,2022-01-31 23:59:33
514,Belyy Yar,53.6039,91.3903,-20.31,83,57,0.0,RU,2022-01-31 23:59:33
515,Yalta,44.5,34.1667,39.27,77,55,9.17,UA,2022-01-31 23:59:34
516,Kozan,37.4552,35.8157,43.7,94,100,5.97,TR,2022-01-31 23:59:34
517,Wanning,18.8003,110.3967,70.21,91,96,3.6,CN,2022-01-31 23:59:34
518,Praia,14.9215,-23.5087,70.34,88,0,13.8,CV,2022-01-31 23:54:41
519,Sinop,41.7711,34.8709,26.11,86,8,8.34,TR,2022-01-31 23:59:35
520,Nipawin,53.3668,-104.0009,10.44,85,100,25.32,CA,2022-01-31 23:59:35
521,Bonthe,7.5264,-12.505,76.96,91,56,5.88,SL,2022-01-31 23:59:35
522,Brownsville,25.9018,-97.4975,77.11,76,44,4.0,US,2022-01-31 23:59:36
523,Invermere,50.5167,-116.0354,25.95,81,63,4.34,CA,2022-01-31 23:59:36
524,Nueva Germania,-23.9,-56.5667,81.19,27,33,4.21,PY,2022-01-31 23:59:37
525,Talavera De La Reina,39.9635,-4.8308,41.88,66,0,5.48,ES,2022-01-31 23:59:37
526,Mountain Home,43.133,-115.6912,35.42,93,40,12.66,US,2022-01-31 23:58:05
527,Jimo,36.3897,120.4622,22.78,58,0,11.18,CN,2022-01-31 23:59:37
528,Sangar,63.9242,127.4739,-37.53,100,100,0.92,RU,2022-01-31 23:59:38
529,Shihezi,44.3,86.0333,0.1,93,59,3.27,CN,2022-01-31 23:59:38
530,Gap,44.6667,6.0,16.07,90,64,12.73,FR,2022-01-31 23:59:38
531,Negombo,7.2083,79.8358,73.45,100,0,3.44,LK,2022-01-31 23:59:38
532,Ystad,55.4297,13.8204,29.98,65,86,8.88,SE,2022-01-31 23:59:39
533,Carbonia,39.1672,8.5222,52.45,69,66,33.6,IT,2022-01-31 23:59:39
534,Boyolangu,-8.1181,111.8935,77.25,85,100,2.3,ID,2022-01-31 23:59:39
535,Antalaha,-14.9003,50.2788,75.49,86,96,6.53,MG,2022-01-31 23:59:40
536,Boyuibe,-20.4167,-63.2833,78.71,67,91,3.96,BO,2022-01-31 23:59:40
